expense_id,rep_id,expense_date,category,amount_inr,reimbursed,policy_compliant,notes
EXP-20240627-005,REP-033,2024-06-27,Lodging,2927,true,true,Guest house — 2 nights
EXP-20240629-006,REP-033,2024-06-29,Lodging,3157,true,true,Guest house — 2 nights
EXP-20240706-004,REP-033,2024-07-06,Food,495,true,true,Team lunch with HCP
EXP-20240703-003,REP-033,2024-07-03,Travel,301,true,false,Auto to clinic
EXP-20240713-001,REP-033,2024-07-13,Travel,1366,true,true,Auto to clinic
EXP-20240722-004,REP-033,2024-07-22,Travel,230,true,true,Fuel reimbursement
EXP-20240719-007,REP-033,2024-07-19,Travel,929,true,true,Fuel reimbursement
EXP-20240728-007,REP-033,2024-07-28,Lodging,1651,false,true,Hotel stay — field trip
EXP-20240727-004,REP-033,2024-07-27,Lodging,2358,true,true,Guest house — 2 nights
EXP-20240803-005,REP-033,2024-08-03,Samples,1355,false,true,Sample packs for HCP
EXP-20240810-006,REP-033,2024-08-10,Food,700,true,true,Coffee meeting
EXP-20240808-004,REP-033,2024-08-08,Travel,956,false,true,Cab to hospital
EXP-20240818-004,REP-033,2024-08-18,Lodging,2118,true,true,Lodging — outstation visit
EXP-20240819-005,REP-033,2024-08-19,Travel,1249,true,true,Auto to clinic
EXP-20240825-003,REP-033,2024-08-25,Travel,1169,false,true,Bus fare
EXP-20240901-006,REP-033,2024-09-01,Food,783,true,true,Coffee meeting
EXP-20240906-005,REP-033,2024-09-06,Samples,1090,true,true,Sample packs for HCP
EXP-20240907-006,REP-033,2024-09-07,Conference,4802,true,true,CME event fees
EXP-20240912-004,REP-033,2024-09-12,Travel,800,true,true,Cab to hospital
EXP-20240920-003,REP-033,2024-09-20,Travel,1533,true,false,Train ticket
EXP-20240929-005,REP-033,2024-09-29,Mobile,612,false,true,Mobile bill
EXP-20241003-008,REP-033,2024-10-03,Food,709,true,false,Coffee meeting
EXP-20241013-004,REP-033,2024-10-13,Travel,1084,true,true,Auto to clinic
EXP-20241009-003,REP-033,2024-10-09,Mobile,433,false,true,Mobile bill
EXP-20241022-005,REP-033,2024-10-22,Travel,341,true,true,Cab to hospital
EXP-20241019-005,REP-033,2024-10-19,Travel,658,true,true,Train ticket
EXP-20241024-005,REP-033,2024-10-24,Lodging,3581,false,true,Lodging — outstation visit
EXP-20241105-005,REP-033,2024-11-05,Travel,1520,true,true,Fuel reimbursement
EXP-20241107-004,REP-033,2024-11-07,Travel,982,true,true,Cab to hospital
EXP-20241115-003,REP-033,2024-11-15,Lodging,3269,true,true,Hotel stay — field trip
EXP-20241122-003,REP-033,2024-11-22,Travel,1770,true,true,Bus fare
EXP-20241130-003,REP-033,2024-11-30,Food,145,true,true,Snacks for meeting
EXP-20241127-006,REP-033,2024-11-27,Food,629,false,true,Snacks for meeting
EXP-20241206-002,REP-033,2024-12-06,Samples,419,true,true,Product samples drop
EXP-20241206-003,REP-033,2024-12-06,Other,181,true,false,Stationery
EXP-20241212-007,REP-033,2024-12-12,Travel,1104,true,true,Auto to clinic
EXP-20241214-003,REP-033,2024-12-14,Mobile,786,true,true,Roaming charges
EXP-20241224-004,REP-033,2024-12-24,Food,233,true,true,Coffee meeting
EXP-20241218-006,REP-033,2024-12-18,Travel,551,true,true,Auto to clinic
EXP-20241229-006,REP-033,2024-12-29,Travel,795,true,true,Auto to clinic
EXP-20250102-004,REP-033,2025-01-02,Samples,430,true,true,Product samples drop
EXP-20250113-004,REP-033,2025-01-13,Travel,1081,false,true,Cab to hospital
EXP-20250110-003,REP-033,2025-01-10,Food,735,true,true,Team lunch with HCP
EXP-20250121-004,REP-033,2025-01-21,Samples,258,true,true,Sample packs for HCP
EXP-20250128-005,REP-033,2025-01-28,Food,361,true,true,Team lunch with HCP
EXP-20250204-005,REP-033,2025-02-04,Travel,1828,false,true,Auto to clinic
EXP-20250209-005,REP-033,2025-02-09,Travel,278,true,true,Fuel reimbursement
EXP-20250216-007,REP-033,2025-02-16,Travel,615,true,true,Bus fare
EXP-20250225-004,REP-033,2025-02-25,Food,332,true,true,Snacks for meeting
EXP-20250302-006,REP-033,2025-03-02,Mobile,618,true,true,Internet recharge
EXP-20250309-005,REP-033,2025-03-09,Food,588,true,true,Team lunch with HCP
EXP-20250316-005,REP-033,2025-03-16,Travel,1762,true,true,Fuel reimbursement
EXP-20250320-006,REP-033,2025-03-20,Food,771,true,true,Working lunch
EXP-20250322-006,REP-033,2025-03-22,Travel,1245,true,true,Bus fare
EXP-20250331-005,REP-033,2025-03-31,Food,356,true,true,Snacks for meeting
EXP-20250331-006,REP-033,2025-03-31,Travel,1770,true,true,Bus fare
EXP-20250402-005,REP-033,2025-04-02,Other,1417,true,true,Misc expense
EXP-20250407-003,REP-033,2025-04-07,Lodging,1561,true,true,Lodging — outstation visit
EXP-20250410-005,REP-033,2025-04-10,Food,469,true,true,Working lunch
EXP-20250413-007,REP-033,2025-04-13,Travel,693,true,true,Auto to clinic
EXP-20250421-004,REP-033,2025-04-21,Travel,1970,true,true,Fuel reimbursement
EXP-20250424-001,REP-033,2025-04-24,Lodging,2448,true,true,Lodging — outstation visit
EXP-20250429-005,REP-033,2025-04-29,Travel,1031,true,true,Fuel reimbursement
EXP-20250505-004,REP-033,2025-05-05,Food,238,true,false,Dinner with HCP
EXP-20250501-005,REP-033,2025-05-01,Lodging,2503,true,true,Lodging — outstation visit
EXP-20250509-005,REP-033,2025-05-09,Travel,365,true,true,Auto to clinic
EXP-20250520-005,REP-033,2025-05-20,Samples,992,true,true,Sample packs for HCP
EXP-20250516-005,REP-033,2025-05-16,Travel,304,true,true,Fuel reimbursement
EXP-20250521-004,REP-033,2025-05-21,Samples,182,true,true,Demo kit refill
EXP-20250526-006,REP-033,2025-05-26,Travel,1404,true,true,Fuel reimbursement
EXP-20250530-006,REP-033,2025-05-30,Travel,1955,true,true,Bus fare
EXP-20250602-005,REP-033,2025-06-02,Travel,1637,true,true,Auto to clinic
EXP-20250605-006,REP-033,2025-06-05,Conference,4459,true,true,Conference registration
EXP-20250613-003,REP-033,2025-06-13,Samples,1435,true,true,Demo kit refill
EXP-20250611-007,REP-033,2025-06-11,Food,515,true,false,Dinner with HCP
EXP-20250623-005,REP-033,2025-06-23,Lodging,1619,true,true,Hotel stay — field trip
EXP-20250619-005,REP-033,2025-06-19,Travel,1909,true,true,Train ticket
EXP-20250628-005,REP-033,2025-06-28,Travel,774,true,true,Auto to clinic
EXP-20250625-004,REP-033,2025-06-25,Travel,1199,true,true,Bus fare
EXP-20250705-007,REP-033,2025-07-05,Samples,390,true,true,Demo kit refill
EXP-20250709-005,REP-033,2025-07-09,Samples,647,true,true,Sample packs for HCP
EXP-20250710-003,REP-033,2025-07-10,Food,568,true,true,Dinner with HCP
EXP-20250719-005,REP-033,2025-07-19,Lodging,3536,true,true,Guest house — 2 nights
EXP-20250719-006,REP-033,2025-07-19,Lodging,3460,true,true,Guest house — 2 nights
EXP-20250723-004,REP-033,2025-07-23,Travel,397,false,true,Train ticket
EXP-20250730-004,REP-033,2025-07-30,Travel,1164,true,true,Auto to clinic
EXP-20250804-007,REP-033,2025-08-04,Travel,1142,true,true,Bus fare
EXP-20250809-005,REP-033,2025-08-09,Conference,4569,true,true,CME event fees
EXP-20250816-003,REP-033,2025-08-16,Conference,1300,true,true,CME event fees
EXP-20250820-003,REP-033,2025-08-20,Samples,983,true,false,Sample packs for HCP
EXP-20250826-005,REP-033,2025-08-26,Food,800,true,true,Dinner with HCP
EXP-20250827-004,REP-033,2025-08-27,Travel,430,false,true,Fuel reimbursement
EXP-20250827-005,REP-033,2025-08-27,Travel,697,true,true,Auto to clinic
EXP-20250906-005,REP-033,2025-09-06,Food,348,true,false,Coffee meeting
EXP-20250915-004,REP-033,2025-09-15,Travel,1268,true,true,Auto to clinic
EXP-20250921-002,REP-033,2025-09-21,Travel,1766,true,true,Bus fare
EXP-20250922-006,REP-033,2025-09-22,Travel,1053,true,true,Cab to hospital
EXP-20250925-004,REP-033,2025-09-25,Food,298,true,true,Snacks for meeting
EXP-20251006-005,REP-033,2025-10-06,Travel,1897,true,true,Bus fare
EXP-20251013-002,REP-033,2025-10-13,Travel,835,true,true,Auto to clinic
EXP-20251008-007,REP-033,2025-10-08,Lodging,3714,true,true,Lodging — outstation visit
EXP-20251018-002,REP-033,2025-10-18,Travel,1985,true,true,Cab to hospital
EXP-20251022-006,REP-033,2025-10-22,Conference,3077,true,true,Doctor meet sponsorship
EXP-20251101-005,REP-033,2025-11-01,Travel,1150,true,true,Fuel reimbursement
EXP-20251031-005,REP-033,2025-10-31,Samples,868,true,true,Product samples drop
EXP-20251106-004,REP-033,2025-11-06,Food,324,true,true,Dinner with HCP
EXP-20251113-005,REP-033,2025-11-13,Travel,1767,true,true,Bus fare
EXP-20251112-004,REP-033,2025-11-12,Food,661,true,true,Team lunch with HCP
EXP-20251125-003,REP-033,2025-11-25,Lodging,2519,true,true,Hotel stay — field trip
EXP-20251130-004,REP-033,2025-11-30,Lodging,1687,true,true,Lodging — outstation visit
EXP-20251203-003,REP-033,2025-12-03,Food,566,false,true,Dinner with HCP
EXP-20251210-005,REP-033,2025-12-10,Travel,1607,true,true,Fuel reimbursement
EXP-20251222-004,REP-033,2025-12-22,Lodging,2990,true,true,Lodging — outstation visit
EXP-20251225-003,REP-033,2025-12-25,Travel,693,true,true,Bus fare
EXP-20260104-004,REP-033,2026-01-04,Samples,871,true,true,Product samples drop
EXP-20251231-004,REP-033,2025-12-31,Food,112,true,true,Dinner with HCP
EXP-20260108-005,REP-033,2026-01-08,Mobile,253,true,true,Roaming charges
EXP-20260117-003,REP-033,2026-01-17,Travel,1790,true,true,Train ticket
EXP-20260118-004,REP-033,2026-01-18,Lodging,3077,true,true,Hotel stay — field trip
EXP-20260124-004,REP-033,2026-01-24,Travel,970,true,true,Cab to hospital
EXP-20260201-002,REP-033,2026-02-01,Lodging,3133,true,true,Lodging — outstation visit
EXP-20260201-003,REP-033,2026-02-01,Food,185,true,true,Dinner with HCP
EXP-20260208-003,REP-033,2026-02-08,Travel,985,true,false,Train ticket
EXP-20260209-002,REP-033,2026-02-09,Food,666,true,true,Coffee meeting
EXP-20260211-002,REP-033,2026-02-11,Lodging,2207,true,true,Lodging — outstation visit
EXP-20260211-003,REP-033,2026-02-11,Food,693,true,true,Working lunch
EXP-20260218-004,REP-033,2026-02-18,Lodging,2048,true,true,Lodging — outstation visit
EXP-20260225-002,REP-033,2026-02-25,Mobile,758,true,true,Mobile bill
EXP-20260303-003,REP-033,2026-03-03,Food,588,true,true,Dinner with HCP
EXP-20260304-003,REP-033,2026-03-04,Samples,1339,true,true,Product samples drop
EXP-20260316-004,REP-033,2026-03-16,Other,217,true,true,Stationery
EXP-20260315-004,REP-033,2026-03-15,Food,592,true,true,Snacks for meeting
EXP-20260320-002,REP-033,2026-03-20,Samples,1396,true,true,Sample packs for HCP
EXP-20260319-002,REP-033,2026-03-19,Samples,1128,true,true,Sample packs for HCP
EXP-20260327-003,REP-033,2026-03-27,Food,730,true,true,Team lunch with HCP
EXP-20260330-003,REP-033,2026-03-30,Food,386,true,true,Team lunch with HCP
EXP-20230401-002,REP-034,2023-04-01,Lodging,3517,true,true,Hotel stay — field trip
EXP-20230406-004,REP-034,2023-04-06,Lodging,4903,false,false,Lodging — outstation visit
EXP-20230408-004,REP-034,2023-04-08,Samples,1307,true,true,Demo kit refill
EXP-20230414-001,REP-034,2023-04-14,Travel,747,true,true,Cab to hospital
EXP-20230413-004,REP-034,2023-04-13,Travel,1625,false,true,Cab to hospital
EXP-20230422-003,REP-034,2023-04-22,Travel,1021,true,true,Fuel reimbursement
EXP-20230420-002,REP-034,2023-04-20,Food,416,true,true,Coffee meeting
EXP-20230423-005,REP-034,2023-04-23,Food,574,true,true,Coffee meeting
EXP-20230428-003,REP-034,2023-04-28,Travel,1148,true,true,Bus fare
EXP-20230502-005,REP-034,2023-05-02,Travel,380,true,true,Train ticket
EXP-20230510-003,REP-034,2023-05-10,Food,771,true,true,Coffee meeting
EXP-20230510-004,REP-034,2023-05-10,Travel,279,true,true,Cab to hospital
EXP-20230516-004,REP-034,2023-05-16,Travel,961,true,true,Bus fare
EXP-20230527-005,REP-034,2023-05-27,Mobile,525,true,true,Roaming charges
EXP-20230524-003,REP-034,2023-05-24,Travel,1261,false,true,Fuel reimbursement
EXP-20230603-006,REP-034,2023-06-03,Food,593,true,true,Working lunch
EXP-20230610-006,REP-034,2023-06-10,Travel,860,true,true,Bus fare
EXP-20230608-002,REP-034,2023-06-08,Samples,1175,true,true,Sample packs for HCP
EXP-20230614-003,REP-034,2023-06-14,Samples,1450,false,false,Sample packs for HCP
EXP-20230614-004,REP-034,2023-06-14,Food,666,true,true,Coffee meeting
EXP-20230621-004,REP-034,2023-06-21,Samples,863,true,true,Sample packs for HCP
EXP-20230622-001,REP-034,2023-06-22,Travel,1186,true,true,Cab to hospital
EXP-20230627-005,REP-034,2023-06-27,Lodging,2999,true,false,Guest house — 2 nights
EXP-20230702-003,REP-034,2023-07-02,Samples,1491,true,true,Sample packs for HCP
EXP-20230712-003,REP-034,2023-07-12,Lodging,2169,true,true,Hotel stay — field trip
EXP-20230718-003,REP-034,2023-07-18,Travel,242,true,true,Fuel reimbursement
EXP-20230727-001,REP-034,2023-07-27,Travel,1063,true,true,Fuel reimbursement
EXP-20230728-001,REP-034,2023-07-28,Travel,1294,true,true,Cab to hospital
EXP-20230805-005,REP-034,2023-08-05,Food,711,true,true,Dinner with HCP
EXP-20230804-004,REP-034,2023-08-04,Other,1684,true,true,Printing materials
EXP-20230808-004,REP-034,2023-08-08,Food,779,true,true,Team lunch with HCP
EXP-20230813-004,REP-034,2023-08-13,Travel,253,true,true,Fuel reimbursement
EXP-20230815-005,REP-034,2023-08-15,Travel,1673,true,true,Auto to clinic
EXP-20230821-002,REP-034,2023-08-21,Mobile,192,true,true,Mobile bill
EXP-20230824-004,REP-034,2023-08-24,Food,104,true,true,Team lunch with HCP
EXP-20230827-003,REP-034,2023-08-27,Travel,1411,true,true,Bus fare
EXP-20230906-004,REP-034,2023-09-06,Mobile,619,true,true,Internet recharge
EXP-20230908-004,REP-034,2023-09-08,Lodging,3937,true,true,Lodging — outstation visit
EXP-20230910-006,REP-034,2023-09-10,Lodging,3500,true,true,Hotel stay — field trip
EXP-20230920-004,REP-034,2023-09-20,Lodging,2791,true,true,Hotel stay — field trip
EXP-20230927-003,REP-034,2023-09-27,Food,603,true,false,Team lunch with HCP
EXP-20231002-004,REP-034,2023-10-02,Travel,1839,true,true,Auto to clinic
EXP-20231007-005,REP-034,2023-10-07,Mobile,691,true,true,Internet recharge
EXP-20231010-007,REP-034,2023-10-10,Travel,1687,false,true,Auto to clinic
EXP-20231013-006,REP-034,2023-10-13,Travel,457,true,true,Train ticket
EXP-20231015-007,REP-034,2023-10-15,Food,796,true,true,Working lunch
EXP-20231016-002,REP-034,2023-10-16,Food,678,true,true,Coffee meeting
EXP-20231023-004,REP-034,2023-10-23,Travel,1691,true,true,Bus fare
EXP-20231028-006,REP-034,2023-10-28,Travel,1930,true,true,Auto to clinic
EXP-20231101-003,REP-034,2023-11-01,Samples,749,true,true,Demo kit refill
EXP-20231030-002,REP-034,2023-10-30,Travel,1825,true,true,Fuel reimbursement
EXP-20231110-006,REP-034,2023-11-10,Lodging,2604,true,true,Lodging — outstation visit
EXP-20231112-004,REP-034,2023-11-12,Samples,639,false,true,Product samples drop
EXP-20231113-005,REP-034,2023-11-13,Travel,502,true,true,Train ticket
EXP-20231119-006,REP-034,2023-11-19,Mobile,719,true,true,Internet recharge
EXP-20231119-007,REP-034,2023-11-19,Travel,376,true,true,Fuel reimbursement
EXP-20231129-004,REP-034,2023-11-29,Lodging,1596,true,true,Lodging — outstation visit
EXP-20231128-005,REP-034,2023-11-28,Travel,443,true,true,Fuel reimbursement
EXP-20231205-002,REP-034,2023-12-05,Mobile,276,true,true,Mobile bill
EXP-20231204-006,REP-034,2023-12-04,Travel,1674,true,false,Fuel reimbursement
EXP-20231215-009,REP-034,2023-12-15,Travel,394,true,true,Fuel reimbursement
EXP-20231211-006,REP-034,2023-12-11,Travel,341,true,true,Bus fare
EXP-20231217-005,REP-034,2023-12-17,Mobile,693,true,true,Roaming charges
EXP-20231218-003,REP-034,2023-12-18,Travel,1074,true,true,Fuel reimbursement
EXP-20231228-005,REP-034,2023-12-28,Food,628,true,true,Dinner with HCP
EXP-20240106-004,REP-034,2024-01-06,Lodging,3768,true,true,Hotel stay — field trip
EXP-20240111-004,REP-034,2024-01-11,Samples,211,false,false,Demo kit refill
EXP-20240109-008,REP-034,2024-01-09,Food,141,true,true,Team lunch with HCP
EXP-20240116-005,REP-034,2024-01-16,Food,597,true,true,Coffee meeting
EXP-20240115-003,REP-034,2024-01-15,Lodging,3130,true,true,Lodging — outstation visit
EXP-20240121-004,REP-034,2024-01-21,Food,273,true,true,Team lunch with HCP
EXP-20240203-003,REP-034,2024-02-03,Travel,861,true,true,Cab to hospital
EXP-20240210-004,REP-034,2024-02-10,Travel,1518,true,true,Cab to hospital
EXP-20240204-004,REP-034,2024-02-04,Mobile,728,true,true,Roaming charges
EXP-20240212-001,REP-034,2024-02-12,Food,224,true,true,Snacks for meeting
EXP-20240222-004,REP-034,2024-02-22,Food,474,true,true,Team lunch with HCP
EXP-20240226-004,REP-034,2024-02-26,Travel,1258,true,true,Bus fare
EXP-20240227-006,REP-034,2024-02-27,Food,187,true,true,Coffee meeting
EXP-20240309-004,REP-034,2024-03-09,Samples,608,true,true,Demo kit refill
EXP-20240315-007,REP-034,2024-03-15,Food,202,false,true,Coffee meeting
EXP-20240321-004,REP-034,2024-03-21,Food,199,true,true,Dinner with HCP
EXP-20240330-007,REP-034,2024-03-30,Conference,1468,true,true,Doctor meet sponsorship
EXP-20240331-005,REP-034,2024-03-31,Travel,912,true,true,Bus fare
EXP-20240409-005,REP-034,2024-04-09,Travel,304,true,true,Train ticket
EXP-20240415-004,REP-034,2024-04-15,Travel,421,true,true,Bus fare
EXP-20240416-006,REP-034,2024-04-16,Travel,1051,true,true,Bus fare
EXP-20240427-003,REP-034,2024-04-27,Lodging,2171,true,true,Lodging — outstation visit
EXP-20240428-006,REP-034,2024-04-28,Food,677,true,true,Snacks for meeting
EXP-20240501-006,REP-034,2024-05-01,Lodging,3589,true,true,Hotel stay — field trip
EXP-20240511-003,REP-034,2024-05-11,Food,575,true,true,Team lunch with HCP
EXP-20240514-006,REP-034,2024-05-14,Travel,1625,true,true,Train ticket
EXP-20240514-007,REP-034,2024-05-14,Lodging,2884,true,true,Hotel stay — field trip
EXP-20240519-003,REP-034,2024-05-19,Lodging,1574,true,true,Guest house — 2 nights
EXP-20240529-005,REP-034,2024-05-29,Samples,513,true,true,Demo kit refill
EXP-20240527-004,REP-034,2024-05-27,Travel,301,true,true,Cab to hospital
EXP-20240602-006,REP-034,2024-06-02,Lodging,3769,true,true,Guest house — 2 nights
EXP-20240614-008,REP-034,2024-06-14,Lodging,1812,true,true,Hotel stay — field trip
EXP-20240621-003,REP-034,2024-06-21,Lodging,1821,true,true,Lodging — outstation visit
EXP-20240617-007,REP-034,2024-06-17,Travel,1066,true,true,Cab to hospital
EXP-20240625-005,REP-034,2024-06-25,Travel,1298,true,true,Bus fare
EXP-20240702-008,REP-034,2024-07-02,Other,805,true,true,Stationery
EXP-20240710-004,REP-034,2024-07-10,Travel,824,true,true,Fuel reimbursement
EXP-20240716-003,REP-034,2024-07-16,Travel,1398,true,true,Bus fare
EXP-20240723-004,REP-034,2024-07-23,Travel,540,true,true,Train ticket
EXP-20240721-003,REP-034,2024-07-21,Travel,1091,true,true,Bus fare
EXP-20240728-008,REP-034,2024-07-28,Samples,744,true,true,Sample packs for HCP
EXP-20240807-003,REP-034,2024-08-07,Samples,586,true,true,Demo kit refill
EXP-20240813-004,REP-034,2024-08-13,Lodging,1971,true,true,Lodging — outstation visit
EXP-20240815-005,REP-034,2024-08-15,Travel,1974,true,true,Auto to clinic
EXP-20240818-005,REP-034,2024-08-18,Mobile,380,true,true,Internet recharge
EXP-20240821-004,REP-034,2024-08-21,Mobile,137,true,true,Roaming charges
EXP-20240829-003,REP-034,2024-08-29,Food,490,false,true,Snacks for meeting
EXP-20240831-004,REP-034,2024-08-31,Food,589,true,true,Dinner with HCP
EXP-20240907-007,REP-034,2024-09-07,Travel,1913,true,true,Auto to clinic
EXP-20240914-005,REP-034,2024-09-14,Other,1692,true,true,Misc expense
EXP-20240911-005,REP-034,2024-09-11,Other,1478,true,true,Stationery
EXP-20240918-006,REP-034,2024-09-18,Lodging,3054,true,true,Hotel stay — field trip
EXP-20240926-006,REP-034,2024-09-26,Samples,620,false,true,Product samples drop
EXP-20240926-007,REP-034,2024-09-26,Samples,416,true,true,Product samples drop
EXP-20240929-006,REP-034,2024-09-29,Travel,1563,true,true,Train ticket
EXP-20241011-002,REP-034,2024-10-11,Other,385,true,true,Printing materials
EXP-20241014-005,REP-034,2024-10-14,Food,533,false,true,Coffee meeting
EXP-20241026-004,REP-034,2024-10-26,Food,748,true,true,Snacks for meeting
EXP-20241030-005,REP-034,2024-10-30,Food,480,false,true,Working lunch
EXP-20241108-007,REP-034,2024-11-08,Samples,452,false,true,Sample packs for HCP
EXP-20241103-003,REP-034,2024-11-03,Samples,855,true,true,Product samples drop
EXP-20241115-004,REP-034,2024-11-15,Travel,439,true,true,Auto to clinic
EXP-20241114-008,REP-034,2024-11-14,Food,457,true,true,Coffee meeting
EXP-20241118-004,REP-034,2024-11-18,Food,352,true,true,Team lunch with HCP
EXP-20241119-005,REP-034,2024-11-19,Food,512,true,true,Working lunch
EXP-20241126-003,REP-034,2024-11-26,Samples,724,true,true,Product samples drop
EXP-20241129-003,REP-034,2024-11-29,Food,313,true,true,Coffee meeting
EXP-20241205-006,REP-034,2024-12-05,Mobile,293,true,true,Mobile bill
EXP-20241214-004,REP-034,2024-12-14,Food,659,true,true,Dinner with HCP
EXP-20241212-008,REP-034,2024-12-12,Samples,1141,false,true,Sample packs for HCP
EXP-20241221-006,REP-034,2024-12-21,Lodging,3934,true,true,Lodging — outstation visit
EXP-20241220-005,REP-034,2024-12-20,Food,202,true,true,Dinner with HCP
EXP-20241224-005,REP-034,2024-12-24,Food,779,false,false,Dinner with HCP
EXP-20241225-002,REP-034,2024-12-25,Travel,809,true,true,Bus fare
EXP-20250101-003,REP-034,2025-01-01,Travel,1976,true,true,Bus fare
EXP-20250105-005,REP-034,2025-01-05,Lodging,2313,true,true,Guest house — 2 nights
EXP-20250116-006,REP-034,2025-01-16,Samples,342,true,true,Demo kit refill
EXP-20250122-004,REP-034,2025-01-22,Travel,333,true,true,Fuel reimbursement
EXP-20250119-006,REP-034,2025-01-19,Travel,1109,true,true,Bus fare
EXP-20250126-004,REP-034,2025-01-26,Travel,508,true,true,Fuel reimbursement
EXP-20250208-008,REP-034,2025-02-08,Travel,967,true,true,Auto to clinic
EXP-20250203-005,REP-034,2025-02-03,Conference,1156,true,true,Doctor meet sponsorship
EXP-20250209-006,REP-034,2025-02-09,Food,323,true,true,Coffee meeting
EXP-20250209-007,REP-034,2025-02-09,Food,348,true,true,Snacks for meeting
EXP-20250218-004,REP-034,2025-02-18,Food,225,true,true,Coffee meeting
EXP-20250224-004,REP-034,2025-02-24,Travel,1778,true,true,Bus fare
EXP-20250306-004,REP-034,2025-03-06,Lodging,3369,true,true,Hotel stay — field trip
EXP-20250308-005,REP-034,2025-03-08,Samples,1335,true,true,Sample packs for HCP
EXP-20250312-007,REP-034,2025-03-12,Food,666,true,true,Team lunch with HCP
EXP-20250312-008,REP-034,2025-03-12,Food,116,true,true,Team lunch with HCP
EXP-20250321-002,REP-034,2025-03-21,Food,720,true,true,Team lunch with HCP
EXP-20250322-007,REP-034,2025-03-22,Travel,1520,true,false,Fuel reimbursement
EXP-20250326-006,REP-034,2025-03-26,Food,334,true,true,Team lunch with HCP
EXP-20250403-005,REP-034,2025-04-03,Lodging,3609,true,false,Hotel stay — field trip
EXP-20250406-007,REP-034,2025-04-06,Food,286,true,true,Snacks for meeting
EXP-20250414-006,REP-034,2025-04-14,Food,755,true,true,Coffee meeting
EXP-20250419-004,REP-034,2025-04-19,Samples,1455,true,true,Sample packs for HCP
EXP-20250421-005,REP-034,2025-04-21,Travel,1252,true,false,Bus fare
EXP-20250424-002,REP-034,2025-04-24,Conference,2516,true,true,Doctor meet sponsorship
EXP-20250501-006,REP-034,2025-05-01,Travel,1959,true,true,Train ticket
EXP-20250503-004,REP-034,2025-05-03,Samples,155,true,true,Demo kit refill
EXP-20250505-005,REP-034,2025-05-05,Food,371,true,true,Snacks for meeting
EXP-20250514-004,REP-034,2025-05-14,Travel,950,true,true,Train ticket
EXP-20250515-004,REP-034,2025-05-15,Travel,1677,true,true,Bus fare
EXP-20250518-007,REP-034,2025-05-18,Travel,1536,true,true,Auto to clinic
EXP-20250522-003,REP-034,2025-05-22,Samples,648,true,true,Sample packs for HCP
EXP-20250526-007,REP-034,2025-05-26,Lodging,3783,true,true,Guest house — 2 nights
EXP-20250606-005,REP-034,2025-06-06,Lodging,2524,true,true,Lodging — outstation visit
EXP-20250609-002,REP-034,2025-06-09,Travel,670,true,true,Bus fare
EXP-20250610-005,REP-034,2025-06-10,Food,273,true,true,Team lunch with HCP
EXP-20250618-003,REP-034,2025-06-18,Lodging,3990,true,true,Guest house — 2 nights
EXP-20250628-006,REP-034,2025-06-28,Lodging,2965,true,true,Guest house — 2 nights
EXP-20250624-005,REP-034,2025-06-24,Samples,70,true,true,Demo kit refill
EXP-20250703-003,REP-034,2025-07-03,Travel,219,true,true,Fuel reimbursement
EXP-20250711-003,REP-034,2025-07-11,Travel,1878,true,true,Auto to clinic
EXP-20250706-004,REP-034,2025-07-06,Food,162,true,true,Coffee meeting
EXP-20250713-002,REP-034,2025-07-13,Travel,951,false,true,Cab to hospital
EXP-20250724-004,REP-034,2025-07-24,Travel,1153,true,true,Train ticket
EXP-20250721-003,REP-034,2025-07-21,Lodging,1979,true,true,Guest house — 2 nights
EXP-20250727-003,REP-034,2025-07-27,Travel,497,true,true,Auto to clinic
EXP-20250728-004,REP-034,2025-07-28,Lodging,3918,true,true,Hotel stay — field trip
EXP-20250806-006,REP-034,2025-08-06,Lodging,3453,true,true,Guest house — 2 nights
EXP-20250813-003,REP-034,2025-08-13,Travel,730,true,true,Auto to clinic
EXP-20250816-004,REP-034,2025-08-16,Travel,774,true,true,Auto to clinic
EXP-20250819-004,REP-034,2025-08-19,Lodging,3205,true,true,Lodging — outstation visit
EXP-20250828-003,REP-034,2025-08-28,Travel,1760,true,true,Bus fare
EXP-20250903-003,REP-034,2025-09-03,Travel,681,true,true,Fuel reimbursement
EXP-20250901-004,REP-034,2025-09-01,Food,202,true,true,Working lunch
EXP-20250907-003,REP-034,2025-09-07,Food,619,true,true,Snacks for meeting
EXP-20250915-005,REP-034,2025-09-15,Food,683,true,true,Working lunch
EXP-20250918-004,REP-034,2025-09-18,Lodging,3221,true,true,Lodging — outstation visit
EXP-20250923-005,REP-034,2025-09-23,Food,116,true,true,Working lunch
EXP-20250922-007,REP-034,2025-09-22,Travel,1191,true,true,Train ticket
EXP-20250929-006,REP-034,2025-09-29,Food,310,false,true,Team lunch with HCP
EXP-20251004-003,REP-034,2025-10-04,Travel,1809,true,true,Train ticket
EXP-20251007-005,REP-034,2025-10-07,Lodging,2321,true,true,Lodging — outstation visit
EXP-20251016-004,REP-034,2025-10-16,Conference,2500,false,true,CME event fees
EXP-20251015-002,REP-034,2025-10-15,Travel,1312,false,false,Bus fare
EXP-20251019-003,REP-034,2025-10-19,Lodging,3567,true,true,Lodging — outstation visit
EXP-20251030-002,REP-034,2025-10-30,Samples,513,true,true,Demo kit refill
